session_id,customer_id,station_id,session_start_time,kwh_charged,cost_per_kwh,total_cost
S00211,C4696,92,2025-09-12 08:30:00,40.92021284943584,2.704520137017849,110.66953966235577
S00212,C1814,70,2025-08-19 08:03:00,60.564669333000936,2.704520137017849,163.79836780292842
S00213,C5469,20,2025-10-14 12:56:00,39.26140270762398,2.704520137017849,106.18325423033616
S00214,C7655,100,2025-10-15 15:44:00,42.0303077456383,2.704520137017849,113.67181366313605
S00215,C4740,14,2025-09-21 18:30:00,35.663333868057535,3.256198927234891,116.1269094827887
S00216,C2963,63,2025-09-16 11:10:00,38.85900897861297,2.704520137017849,105.09497228721618
S00217,C7695,165,2025-11-02 10:57:00,38.525063679252646,2.704520137017849,104.19181050043373
S00218,C1740,68,2025-09-12 15:51:00,29.853200458232823,2.704520137017849,80.73858179372115
S00219,C5145,176,2025-08-26 09:30:00,58.325830847022424,2.704520137017849,157.74338403406898
S00220,C2464,13,2025-09-23 11:45:00,30.783738661552395,2.704520137017849,83.25524110286334
S00221,C5272,18,2025-09-25 12:14:00,34.43388245467298,2.704520137017849,93.12712849436869
S00222,C3918,159,2025-10-11 11:35:00,46.235318710951745,2.704520137017849,125.04435049520714
S00223,C4251,141,2025-10-13 15:29:00,45.50658238248689,2.704520137017849,123.07346842029749
S00224,C7220,92,2025-11-01 11:26:00,60.51180874428453,2.704520137017849,163.65540527629028
S00225,C3753,63,2025-10-14 15:40:00,41.519373602210685,2.704520137017849,112.28998198354611
S00226,C6577,182,2025-08-20 03:43:00,25.817511798919913,1.8513967524242176,47.798457500194246
S00227,C3384,157,2025-10-04 08:08:00,35.114990655080476,2.704520137017849,94.96919933785874
S00228,C0113,18,2025-10-17 11:33:00,44.941939985261016,2.704520137017849,121.54638168678608
S00229,C3147,14,2025-09-04 01:06:00,48.92918501659873,1.8513967524242176,90.58733423849458
S00230,C3687,29,2025-08-19 14:46:00,55.372536260708294,2.704520137017849,149.75613935483662
S00231,C3231,175,2025-09-11 12:27:00,36.76941813195143,2.704520137017849,99.44363176429188
S00232,C3641,157,2025-08-15 18:34:00,57.17228310480645,3.256198927234891,186.16432691344025
S00233,C5732,165,2025-09-22 08:48:00,41.02209059396136,2.704520137017849,110.945070073939
S00234,C1331,51,2025-09-16 11:30:00,28.973502404110803,2.704520137017849,78.35942069185273
S00235,C0003,116,2025-10-24 19:16:00,36.1209282071448,3.256198927234891,117.61692767883342
S00236,C4477,68,2025-09-24 13:34:00,55.42052019822407,2.704520137017849,149.88591288010144
S00237,C3258,88,2025-11-03 14:15:00,47.05425769610944,2.704520137017849,127.25918747155508
S00238,C4359,92,2025-09-16 19:02:00,61.03164536676262,3.256198927234891,198.73117817063275
S00239,C2219,155,2025-09-15 20:17:00,18.73700488012991,1.8513967524242176,34.68962998522923
S00240,C0854,63,2025-10-11 09:34:00,31.72173777386679,2.704520137017849,85.79207859062248
S00241,C3872,85,2025-11-05 05:47:00,36.17362614938136,1.8513967524242176,66.9717339763724
S00242,C2048,104,2025-09-26 19:11:00,45.73680652542486,3.256198927234891,148.9281403432382
S00243,C0313,136,2025-10-29 10:10:00,21.295376745382093,2.704520137017849,57.59377523326749
S00244,C3238,29,2025-08-19 13:01:00,39.26330948378,2.704520137017849,106.1884111448469
S00245,C1256,68,2025-09-11 06:17:00,17.876385275555258,1.8513967524242176,33.09628164424711
S00246,C3849,122,2025-09-20 10:16:00,36.08736561796398,2.704520137017849,97.59900700570917
S00247,C1099,28,2025-08-11 15:30:00,32.25410375134816,2.704520137017849,87.23187309698405
S00248,C6944,55,2025-10-02 17:19:00,31.750625392305025,3.256198927234891,103.38635234146051
S00249,C5497,92,2025-11-04 20:42:00,58.17845807069739,1.8513967524242176,107.71140833313765
S00250,C6145,155,2025-11-05 21:19:00,49.23909716013915,1.8513967524242176,91.16110457458214
S00251,C4652,126,2025-08-26 13:02:00,15.19035625014518,2.704520137017849,41.08262436699258
S00252,C4686,51,2025-10-29 20:09:00,57.71670947318134,1.8513967524242176,106.85652847926
S00253,C4636,90,2025-10-04 11:39:00,46.32132667986987,2.704520137017849,125.2769607790902
S00254,C5621,126,2025-08-28 03:01:00,51.57091854737318,1.8513967524242176,95.47823111814056
S00255,C7040,145,2025-09-27 09:24:00,59.68383652558404,2.704520137017849,161.41613773792346
S00256,C6385,63,2025-10-30 18:25:00,58.63072058512264,3.256198927234891,190.913289472285
S00257,C0215,85,2025-11-08 17:55:00,49.570025119576215,3.256198927234891,161.40986261737066
S00258,C2589,81,2025-09-02 19:29:00,66.35290660174003,3.256198927234891,216.0582632955028
S00259,C5957,100,2025-09-21 10:02:00,44.764908028550835,2.704520137017849,121.06759519496772
S00260,C1166,165,2025-10-11 12:43:00,59.62314257508797,2.704520137017849,161.25198972661167
S00261,C2588,130,2025-10-21 08:30:00,57.6587174115689,2.704520137017849,155.93916231420977
S00262,C0347,182,2025-08-31 16:15:00,55.532165275730954,3.256198927234891,180.8237769978658
S00263,C0931,36,2025-10-18 15:57:00,53.028971266786165,2.704520137017849,143.4179206363641
S00264,C4038,153,2025-09-20 23:59:00,51.22263898507662,1.8513967524242176,94.83342746756898
S00265,C6468,130,2025-08-30 04:51:00,45.71408395211282,1.8513967524242176,84.63490656898972
S00266,C7281,100,2025-09-15 13:31:00,36.30685629967088,2.704520137017849,98.19262397427326
S00267,C2821,78,2025-09-03 22:08:00,22.663923685066184,1.8513967524242176,41.95991470772184
S00268,C4137,98,2025-10-13 16:59:00,59.35357687390018,3.256198927234891,193.2670533443474
S00269,C4275,1,2025-10-12 02:41:00,70.49325665234707,1.8513967524242176,130.51098643396224
S00270,C2339,155,2025-09-11 17:22:00,16.022106658102732,3.256198927234891,52.17116651215712
S00271,C4030,182,2025-10-11 10:04:00,50.27896617461768,2.704520137017849,135.9804764876928
S00272,C2280,64,2025-09-18 09:44:00,31.568934696190805,2.704520137017849,85.37881959004949
S00273,C4209,64,2025-10-25 07:16:00,32.36544728401475,1.8513967524242176,59.92128399238212
S00274,C3515,27,2025-09-13 14:07:00,35.317519730956775,2.704520137017849,95.51694330189781
S00275,C4283,85,2025-09-04 13:34:00,25.558909581749475,2.704520137017849,69.1245856440599
S00276,C3729,68,2025-11-02 17:45:00,17.812522807824855,3.256198927234891,58.001117658186324
S00277,C1210,164,2025-09-28 22:33:00,41.717524514061544,1.8513967524242176,77.23568940451123
S00278,C2819,67,2025-10-03 08:19:00,23.72261210432013,2.704520137017849,64.15828213879716
S00279,C6610,130,2025-11-06 11:45:00,30.954063333011128,2.704520137017849,83.71588760665443
S00280,C0977,51,2025-10-08 22:36:00,39.135322745673044,1.8513967524242176,72.4550094364127
S00281,C6250,145,2025-08-18 12:10:00,36.73586898915502,2.704520137017849,99.35289743201929
S00282,C0777,82,2025-09-09 08:53:00,38.94453891802905,2.704520137017849,105.32628973068489
S00283,C4996,157,2025-10-18 05:01:00,35.48893733535562,1.8513967524242176,65.70410332966397
S00284,C2937,27,2025-09-16 00:49:00,33.20374467373165,1.8513967524242176,61.47330505726969
S00285,C5885,88,2025-09-03 11:20:00,32.64023132338778,2.704520137017849,88.276162891023
S00286,C3356,62,2025-10-10 15:38:00,46.10067736479497,2.704520137017849,124.68021026325094
S00287,C0283,70,2025-11-03 08:00:00,31.410761431175604,2.704520137017849,84.95103680967802
S00288,C2794,116,2025-09-02 22:48:00,34.029314809471,1.8513967524242176,63.00176292547595
S00289,C0522,85,2025-10-16 14:07:00,34.30323021508443,2.704520137017849,92.77377688145498
S00290,C7564,122,2025-11-07 15:06:00,57.81891410699024,2.704520137017849,156.3724175028605
S00291,C5993,155,2025-09-22 11:16:00,29.713438456017933,2.704520137017849,80.36059264434104
S00292,C3835,90,2025-10-16 05:00:00,45.89377317285715,1.8513967524242176,84.96758260872141
S00293,C7892,175,2025-10-24 01:50:00,31.059645235898145,1.8513967524242176,57.50372632119015
S00294,C4338,126,2025-08-11 17:55:00,55.227677886321864,3.256198927234891,179.83230548711538
S00295,C6896,100,2025-08-18 17:04:00,37.994501942003346,3.256198927234891,123.71765646437528
